duration,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars
229,38,0.616,0.928,5,-7.029,0.0399,0.315,0.0,0.143,0.78,179.671,684.0,171.0
209,28,0.543,0.405,0,-11.025,0.0348,0.456,8.01e-05,0.183,0.318,93.359,317.0,78.0
240,7,0.782,0.946,3,-3.568,0.0796,0.000327,0.584,0.144,0.799,129.095,517.0,129.0
136,47,0.715,0.635,11,-9.616,0.0471,0.0241,0.191,0.276,0.956,79.255,176.0,43.0
270,21,0.79,0.973,1,0.082,0.147,0.03,1.92e-05,0.262,0.759,87.474,387.0,97.0
213,31,0.423,0.362,10,-6.906,0.0451,0.889,4.07e-06,0.087,0.364,174.173,609.0,203.0
172,22,0.479,0.59,2,-7.014,0.0923,0.306,0.0,0.335,0.156,123.993,322.0,80.0
120,16,0.491,0.7,2,-4.968,0.0981,0.0206,0.000317,0.185,0.0497,101.471,199.0,65.0
154,56,0.588,0.675,9,-7.005,0.105,0.314,0.0,0.389,0.962,93.621,237.0,59.0
203,8,0.737,0.73,11,-5.26,0.0895,0.0301,7.39e-05,0.0934,0.334,123.987,416.0,104.0
208,18,0.188,0.887,0,-6.479,0.0732,8.08e-05,0.0108,0.54,0.538,161.697,506.0,168.0
143,37,0.826,0.539,2,-4.855,0.102,0.0317,0.0,0.074,0.808,88.017,208.0,51.0
213,25,0.466,0.322,11,-9.829,0.0296,0.778,0.000586,0.0868,0.325,81.433,280.0,69.0
117,34,0.752,0.451,5,-9.922,0.0544,0.368,0.396,0.124,0.886,81.468,156.0,39.0
187,50,0.68,0.378,4,-10.665,0.0454,0.184,0.0,0.111,0.454,74.998,230.0,75.0
188,1,0.585,0.7,11,-8.591,0.0847,0.085,0.245,0.103,0.951,177.588,543.0,135.0
151,5,0.747,0.473,11,-8.565,0.0448,0.0096,0.82,0.158,0.575,91.984,230.0,56.0
190,52,0.561,0.526,6,-10.005,0.0258,0.774,0.00605,0.103,0.463,89.996,276.0,69.0
186,7,0.583,0.745,6,-6.726,0.0429,0.411,0.833,0.153,0.731,172.092,523.0,130.0
178,25,0.649,0.797,4,-5.826,0.0365,0.532,0.00128,0.212,0.766,109.851,323.0,81.0
357,0,0.416,0.973,7,-5.621,0.0586,0.00882,0.531,0.344,0.186,169.005,993.0,249.0
255,58,0.424,0.899,11,-3.937,0.0572,0.0034,8.1e-05,0.223,0.74,171.832,721.0,180.0
159,37,0.457,0.602,7,-11.774,0.0361,0.153,0.897,0.132,0.769,129.507,328.0,81.0
397,46,0.7,0.917,2,-7.002,0.0539,0.0196,0.844,0.0922,0.0523,132.019,874.0,219.0
185,62,0.816,0.885,2,-4.232,0.0879,0.301,0.0,0.0656,0.743,99.975,305.0,75.0
238,15,0.689,0.805,9,-4.38,0.0477,0.0089,6.79e-06,0.0812,0.798,139.972,537.0,135.0
141,35,0.76,0.553,0,-7.394,0.0395,0.412,0.643,0.113,0.92,87.993,204.0,51.0
193,26,0.527,0.695,9,-4.99,0.0346,0.0331,3.78e-05,0.31,0.271,142.922,451.0,113.0
280,51,0.603,0.292,10,-7.622,0.0282,0.406,0.0,0.136,0.231,127.905,591.0,149.0
121,8,0.78,0.78,9,-2.783,0.0496,0.032,0.0,0.16,0.689,99.963,195.0,48.0
191,61,0.603,0.961,3,-2.069,0.0636,0.00319,6.09e-06,0.0477,0.549,113.02,352.0,88.0
177,46,0.729,0.496,0,-7.863,0.0613,0.766,0.0,0.134,0.66,155.062,453.0,113.0
156,0,0.817,0.818,10,-4.482,0.0295,0.559,2.88e-06,0.338,0.63,111.024,289.0,72.0
315,5,0.806,0.805,8,-10.651,0.11,0.00143,0.363,0.406,0.885,123.05,646.0,161.0
212,74,0.699,0.299,6,-12.599,0.0403,0.869,0.0,0.0724,0.459,118.969,412.0,103.0
144,11,0.76,0.306,7,-15.334,0.059,0.951,0.897,0.133,0.685,120.029,288.0,72.0
267,33,0.72,0.768,3,-6.216,0.035,0.215,0.0,0.276,0.804,108.005,472.0,118.0
138,28,0.631,0.508,2,-6.255,0.028,0.0921,0.0,0.356,0.426,124.937,281.0,70.0
308,15,0.246,0.666,9,-9.228,0.0487,0.375,0.204,0.223,0.319,61.256,438.0,111.0
324,33,0.875,0.81,0,-4.852,0.0714,0.0745,0.903,0.0896,0.133,130.012,702.0,176.0
226,61,0.684,0.683,10,-6.374,0.028,0.581,9.52e-06,0.123,0.676,135.978,506.0,127.0
275,60,0.578,0.791,9,-5.758,0.0315,0.0975,5.58e-05,0.118,0.162,105.042,469.0,117.0
236,59,0.829,0.622,10,-7.293,0.0518,0.293,2.8e-06,0.167,0.775,131.971,511.0,129.0
231,26,0.689,0.811,9,-9.532,0.0314,0.0324,1.66e-05,0.0658,0.551,119.839,450.0,112.0
196,28,0.457,0.892,9,-6.28,0.0484,0.000349,0.287,0.231,0.581,134.427,428.0,106.0
290,0,0.4,0.415,7,-13.288,0.16,0.839,0.362,0.111,0.0383,88.553,423.0,107.0
405,28,0.812,0.916,11,-6.657,0.0601,0.00217,0.583,0.198,0.97,128.004,836.0,209.0
183,25,0.61,0.772,10,-8.113,0.0311,0.302,0.00233,0.132,0.551,143.018,430.0,107.0
277,28,0.234,0.673,1,-4.898,0.0372,0.157,0.0,0.129,0.419,159.785,522.0,173.0
116,20,0.797,0.772,3,-10.13,0.12,0.205,0.825,0.0988,0.49,148.896,288.0,72.0
313,51,0.533,0.479,2,-6.958,0.0376,0.686,0.0,0.0803,0.294,130.012,669.0,169.0
209,0,0.388,0.673,11,-6.223,0.0291,0.446,0.0201,0.183,0.209,81.676,273.0,67.0
48,0,0.226,0.912,6,-3.588,0.138,2.94e-06,0.829,0.221,0.0899,139.606,104.0,25.0
243,0,0.765,0.87,0,-4.674,0.0906,0.00318,0.607,0.0854,0.653,134.025,537.0,135.0
118,11,0.764,0.438,9,-10.689,0.0446,0.879,0.925,0.129,0.506,139.937,265.0,65.0
239,30,0.62,0.9,7,-4.158,0.0365,0.00332,0.0,0.0118,0.706,129.999,512.0,128.0
215,28,0.602,0.749,1,-4.326,0.038,0.018,1.87e-05,0.176,0.324,119.98,423.0,107.0
270,36,0.349,0.853,3,-3.759,0.0481,0.557,0.0,0.313,0.675,131.966,535.0,134.0
226,48,0.399,0.905,3,-3.971,0.0947,0.00124,0.000515,0.169,0.389,149.052,534.0,133.0
312,35,0.423,0.565,1,-8.976,0.0368,0.244,2.79e-06,0.15,0.174,139.946,703.0,177.0
175,31,0.693,0.392,2,-17.882,0.0467,0.594,0.749,0.111,0.0531,100.02,288.0,72.0
239,21,0.586,0.739,2,-4.013,0.0304,0.139,0.0,0.284,0.313,91.986,359.0,89.0
295,12,0.646,0.859,2,-6.096,0.0626,0.000467,0.000972,0.309,0.28,109.705,536.0,135.0
195,47,0.505,0.926,1,-2.44,0.0491,0.272,0.00315,0.0443,0.805,173.996,561.0,140.0
134,12,0.602,0.428,10,-9.876,0.0388,0.763,0.907,0.105,0.481,87.996,195.0,47.0
268,54,0.626,0.493,2,-14.668,0.0454,0.366,0.000137,0.0873,0.831,135.481,600.0,150.0
247,23,0.718,0.872,9,-5.572,0.0486,0.397,0.531,0.111,0.949,164.013,676.0,168.0
366,40,0.511,0.82,9,-4.413,0.0369,0.00055,0.938,0.17,0.0493,140.062,845.0,212.0
313,35,0.828,0.487,10,-7.946,0.0901,0.439,0.0,0.333,0.683,115.975,601.0,149.0
174,20,0.755,0.994,8,-3.277,0.121,0.000933,0.00075,0.337,0.744,139.931,396.0,99.0
109,1,0.705,0.589,1,-9.178,0.0862,0.00422,0.879,0.192,0.0547,90.032,159.0,39.0
257,45,0.588,0.687,7,-5.786,0.0514,0.00449,0.00288,0.104,0.23,94.896,392.0,99.0
259,20,0.485,0.741,8,-4.425,0.0294,0.317,0.000579,0.0683,0.936,103.72,436.0,109.0
283,42,0.747,0.817,10,-9.034,0.0528,0.000114,0.809,0.106,0.331,126.041,596.0,150.0
131,40,0.686,0.628,0,-5.862,0.0361,0.164,0.209,0.111,0.8,89.409,196.0,49.0
157,20,0.282,0.969,8,-4.347,0.0709,0.00011,0.678,0.087,0.155,184.998,479.0,120.0
336,7,0.539,0.526,11,-14.481,0.0297,0.0736,0.94,0.0911,0.232,140.018,768.0,192.0
192,23,0.566,0.997,4,-2.589,0.0529,0.00219,0.000185,0.335,0.649,144.006,457.0,114.0
206,0,0.516,0.342,4,-8.985,0.0425,0.55,0.0,0.21,0.0993,102.819,344.0,85.0
172,30,0.588,0.607,7,-7.377,0.0333,0.536,4e-05,0.302,0.88,124.143,349.0,86.0
339,0,0.72,0.836,7,-7.417,0.0497,7.5e-05,0.216,0.0831,0.188,131.891,734.0,182.0
320,39,0.542,0.559,10,-8.189,0.0331,0.24,0.00178,0.153,0.148,115.064,558.0,139.0
364,20,0.468,0.912,10,-6.14,0.126,0.0411,6.48e-05,0.311,0.255,162.934,982.0,245.0
327,7,0.77,0.771,1,-14.316,0.0587,0.174,0.897,0.0686,0.821,115.875,628.0,157.0
163,63,0.63,0.76,1,-10.347,0.115,0.000916,0.000856,0.0766,0.561,152.042,409.0,103.0
283,39,0.546,0.708,10,-6.406,0.0335,0.0288,0.0,0.133,0.371,121.994,566.0,142.0
349,21,0.395,0.485,9,-13.665,0.0318,0.468,0.409,0.209,0.536,106.197,898.0,224.0
299,21,0.344,0.269,9,-10.37,0.0376,0.73,0.0,0.0429,0.266,138.334,605.0,151.0
191,35,0.649,0.964,0,-6.676,0.134,0.153,0.00154,0.374,0.825,150.16,468.0,118.0
246,27,0.773,0.869,1,-6.239,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,445.0,111.0
111,29,0.64,0.353,8,-5.701,0.0631,0.824,0.0,0.084,0.574,116.906,208.0,68.0
236,30,0.596,0.521,0,-7.908,0.0307,0.0622,0.0,0.0891,0.343,134.024,527.0,132.0
208,24,0.721,0.869,7,-2.75,0.0373,0.00291,1.66e-05,0.079,0.858,135.035,462.0,115.0
206,26,0.323,0.392,10,-8.396,0.0399,0.695,8.27e-06,0.266,0.234,58.319,199.0,49.0
162,30,0.742,0.617,5,-10.134,0.044,0.397,0.888,0.14,0.847,101.999,276.0,68.0
264,14,0.403,0.623,4,-7.939,0.0337,0.00346,0.0627,0.118,0.0819,106.017,463.0,115.0
387,57,0.664,0.998,6,-5.86,0.0642,0.00128,0.466,0.287,0.37,149.002,952.0,239.0
221,24,0.542,0.935,9,-6.574,0.0457,0.206,1.4e-06,0.295,0.537,131.008,471.0,117.0
84,14,0.629,0.179,10,-13.725,0.0626,0.075,0.879,0.383,0.379,88.048,124.0,30.0
110,0,0.518,0.61,2,-6.141,0.0734,0.00158,0.8,0.111,0.0654,185.839,333.0,110.0
173,22,0.351,0.456,4,-7.143,0.0352,0.784,0.0,0.358,0.336,139.103,392.0,97.0
229,21,0.552,0.307,5,-11.794,0.0332,0.845,0.0,0.128,0.303,127.919,470.0,117.0
143,30,0.711,0.528,2,-11.217,0.0504,0.00378,0.863,0.131,0.0863,107.976,255.0,62.0
202,25,0.553,0.605,7,-8.354,0.0326,0.934,0.000159,0.273,0.773,132.717,450.0,111.0
119,32,0.357,0.278,8,-11.197,0.0693,0.95,1.08e-05,0.107,0.208,88.085,174.0,43.0
189,12,0.77,0.887,10,-5.768,0.0579,5.09e-05,0.204,0.0824,0.491,132.03,384.0,95.0
231,35,0.76,0.661,10,-8.958,0.102,0.251,0.0,0.102,0.718,117.114,448.0,112.0
257,63,0.492,0.616,0,-8.202,0.0488,0.167,0.0165,0.114,0.316,139.918,587.0,146.0
178,11,0.556,0.277,1,-16.92,0.0273,0.904,0.177,0.0974,0.205,91.292,267.0,67.0
322,8,0.728,0.888,1,-4.012,0.0408,0.000469,0.86,0.166,0.469,119.987,641.0,160.0
356,19,0.492,0.992,11,-4.925,0.113,0.000671,0.00029,0.374,0.0526,104.977,615.0,153.0
207,30,0.628,0.996,1,-2.53,0.106,0.0939,0.0123,0.0906,0.362,145.021,483.0,119.0
221,19,0.535,0.564,2,-7.224,0.0394,0.361,0.0,0.119,0.278,123.892,439.0,109.0
153,16,0.788,0.466,11,-7.811,0.131,0.0229,0.00115,0.161,0.295,85.036,207.0,51.0
210,7,0.787,0.385,1,-7.672,0.0566,0.0194,0.879,0.208,0.448,86.456,296.0,73.0
210,11,0.617,0.835,2,-10.861,0.0371,7.98e-06,0.742,0.103,0.523,125.001,433.0,107.0
211,17,0.584,0.644,9,-7.79,0.0325,0.409,0.363,0.208,0.517,117.26,403.0,102.0
251,26,0.693,0.569,9,-9.466,0.0303,0.62,0.857,0.157,0.626,130.011,541.0,135.0
279,51,0.454,0.969,1,-4.897,0.0748,2.18e-05,0.171,0.0709,0.386,140.172,643.0,213.0
225,25,0.535,0.911,4,-6.568,0.0364,9.48e-05,0.0151,0.428,0.794,142.025,528.0,132.0
276,34,0.444,0.674,6,-3.629,0.0302,0.0816,0.0,0.0826,0.338,145.869,652.0,164.0
305,5,0.289,0.328,0,-7.991,0.0342,0.883,0.0,0.121,0.258,86.384,410.0,101.0
155,2,0.846,0.681,10,-4.462,0.0547,0.45,0.912,0.0953,0.557,95.984,244.0,60.0
295,24,0.539,0.61,4,-7.622,0.032,0.563,0.00185,0.0902,0.74,145.661,705.0,177.0
121,27,0.341,0.82,7,-7.034,0.0306,0.144,0.943,0.0982,0.967,149.756,288.0,71.0
295,21,0.573,0.943,2,-3.236,0.0333,0.00146,1.38e-06,0.117,0.766,132.985,650.0,162.0
245,59,0.632,0.929,6,-5.297,0.128,0.0503,0.0,0.271,0.584,136.008,548.0,137.0
256,0,0.643,0.978,1,-6.997,0.113,0.00221,0.000804,0.0818,0.23,136.044,577.0,143.0
404,52,0.674,0.496,10,-14.709,0.0357,0.281,0.929,0.11,0.398,112.011,751.0,190.0
112,25,0.559,0.406,2,-6.876,0.0333,0.175,0.851,0.11,0.887,159.985,296.0,73.0
349,49,0.312,0.632,7,-6.027,0.0507,0.0377,0.0,0.116,0.342,134.106,603.0,151.0
267,26,0.341,0.893,11,-4.896,0.102,0.00136,1.72e-05,0.0671,0.463,103.782,490.0,123.0
188,2,0.823,0.925,2,-5.842,0.0479,0.00448,0.14,0.113,0.75,125.016,388.0,97.0
225,53,0.697,0.676,7,-3.51,0.0395,0.00752,0.0,0.0898,0.372,136.01,509.0,127.0
399,0,0.737,0.802,9,-9.526,0.0599,0.000591,0.868,0.0288,0.665,123.619,815.0,203.0
202,20,0.709,0.938,0,-4.592,0.0707,0.0118,0.0,0.337,0.883,141.912,466.0,116.0
229,0,0.497,0.238,7,-17.512,0.0391,0.645,0.0117,0.141,0.244,128.712,489.0,162.0
112,23,0.601,0.406,2,-9.498,0.113,0.565,0.958,0.32,0.039,85.974,159.0,39.0
225,46,0.486,0.928,0,-4.056,0.0513,0.0532,0.0,0.168,0.443,82.468,305.0,76.0
444,9,0.614,0.785,10,-8.012,0.0398,0.0132,0.925,0.115,0.263,133.999,982.0,245.0
210,37,0.476,0.861,8,-5.145,0.0312,0.00673,2.02e-06,0.445,0.478,150.13,527.0,132.0
254,40,0.841,0.588,11,-11.024,0.0744,0.251,0.76,0.11,0.304,90.025,377.0,94.0
264,21,0.528,0.638,2,-3.377,0.0276,0.118,1.16e-05,0.114,0.224,93.036,402.0,101.0
233,30,0.72,0.906,2,-5.187,0.0675,0.000495,0.809,0.0573,0.624,148.003,560.0,141.0
197,57,0.466,0.897,9,-2.989,0.0403,0.000206,0.253,0.351,0.802,159.988,506.0,126.0
143,2,0.692,0.661,4,-3.124,0.11,0.357,0.0,0.296,0.673,138.108,325.0,80.0
203,24,0.788,0.579,11,-8.778,0.0633,0.123,0.0413,0.156,0.74,130.0,432.0,109.0
180,59,0.642,0.753,7,-5.064,0.0716,0.0269,2.76e-05,0.048,0.536,89.002,264.0,66.0
321,69,0.499,0.683,6,-6.373,0.0334,0.703,0.00161,0.0749,0.295,134.95,719.0,179.0
155,48,0.618,0.493,11,-10.31,0.0355,0.621,0.571,0.13,0.831,112.764,280.0,69.0
144,0,0.151,1.0,10,-13.875,0.0584,0.114,0.999,0.479,1e-05,135.861,281.0,93.0
129,37,0.672,0.898,10,-1.645,0.066,0.314,0.0,0.112,0.972,151.857,322.0,80.0
278,20,0.585,0.815,5,-2.629,0.0324,0.149,0.0,0.0852,0.768,117.995,539.0,134.0
188,0,0.88,0.653,0,-5.32,0.136,0.237,4.47e-06,0.145,0.672,90.048,276.0,70.0
205,29,0.735,0.573,10,-9.518,0.0846,0.799,0.00466,0.0473,0.887,170.059,572.0,143.0
192,61,0.88,0.489,5,-10.386,0.134,0.465,0.0,0.0781,0.589,99.014,305.0,76.0
360,0,0.75,0.81,10,-9.04,0.0685,0.127,0.836,0.174,0.741,120.017,719.0,180.0
298,17,0.326,0.948,6,-3.058,0.0732,0.0725,0.0,0.306,0.501,168.02,816.0,203.0
142,9,0.669,0.515,11,-6.805,0.0982,0.393,0.905,0.435,0.42,88.996,212.0,53.0
155,29,0.391,0.473,4,-8.124,0.0875,0.738,0.848,0.161,0.408,81.005,279.0,69.0
215,14,0.489,0.977,1,-0.938,0.0827,0.0386,0.027,0.291,0.155,116.011,463.0,115.0
352,23,0.567,0.695,6,-6.893,0.0329,5.95e-06,0.641,0.273,0.831,125.799,738.0,185.0
93,2,0.798,0.0677,4,-10.967,0.0967,0.9,0.962,0.106,0.324,170.021,264.0,65.0
185,23,0.522,0.629,7,-4.533,0.0295,0.0772,0.0,0.217,0.469,135.762,411.0,102.0
401,0,0.635,0.859,7,-6.897,0.0447,0.00344,0.869,0.537,0.208,131.001,875.0,219.0
256,0,0.703,0.648,2,-13.394,0.074,0.257,0.842,0.0914,0.446,160.058,680.0,170.0
261,28,0.426,0.687,4,-3.982,0.0344,0.591,4.77e-06,0.266,0.217,149.876,640.0,160.0
359,17,0.569,0.825,0,-12.714,0.0472,0.00121,0.811,0.107,0.19,158.777,933.0,237.0
188,10,0.608,0.646,10,-6.183,0.0447,0.0738,0.0,0.121,0.401,125.024,387.0,96.0
189,60,0.671,0.959,9,-4.271,0.135,0.276,0.0,0.0902,0.791,165.023,513.0,128.0
234,58,0.156,0.739,11,-6.062,0.0436,0.0462,0.0,0.158,0.186,73.354,276.0,68.0
229,28,0.494,0.5,7,-7.176,0.0359,0.475,0.0,0.39,0.183,136.953,510.0,127.0
144,26,0.756,0.4,6,-8.383,0.0676,0.554,0.508,0.426,0.568,88.983,214.0,53.0
340,45,0.776,0.362,8,-6.793,0.065,0.0161,0.05,0.119,0.339,118.965,671.0,168.0
309,18,0.76,0.87,6,-3.937,0.0509,0.00533,0.00108,0.0679,0.9,127.994,657.0,164.0
155,67,0.696,0.547,5,-5.954,0.169,0.792,0.0,0.155,0.623,73.203,188.0,46.0
298,37,0.414,0.639,9,-6.234,0.0305,0.0684,0.0,0.102,0.347,136.789,666.0,166.0
270,26,0.297,0.929,9,-3.547,0.0844,1.7e-05,0.367,0.0751,0.252,124.959,575.0,143.0
198,0,0.139,0.376,9,-18.282,0.0627,0.877,0.235,0.109,0.0388,54.956,216.0,54.0
114,43,0.667,0.278,2,-11.925,0.0902,0.951,0.0,0.102,0.327,161.954,301.0,75.0
139,32,0.652,0.512,9,-9.658,0.0283,0.858,0.00144,0.0842,0.623,124.971,282.0,71.0
259,16,0.413,0.973,3,-6.831,0.0521,2.53e-06,0.595,0.328,0.213,120.039,507.0,129.0
248,20,0.731,0.575,9,-6.252,0.041,0.703,0.0,0.121,0.704,143.986,584.0,145.0
230,0,0.446,0.838,0,-9.87,0.035,0.00123,0.293,0.47,0.487,167.981,632.0,158.0
285,66,0.521,0.852,6,-5.014,0.0624,0.0835,0.0,0.365,0.523,151.012,708.0,178.0
208,61,0.674,0.854,7,-4.337,0.034,0.0579,0.00041,0.0735,0.684,127.295,428.0,106.0
256,62,0.654,0.671,11,-6.026,0.0807,0.359,7.49e-06,0.0656,0.76,90.063,377.0,95.0
228,0,0.473,0.771,0,-3.932,0.0428,0.00831,3.3e-05,0.0937,0.426,120.008,455.0,113.0
230,46,0.69,0.518,2,-6.077,0.0422,0.394,0.0,0.14,0.544,139.941,527.0,130.0
169,3,0.618,0.716,10,-7.039,0.0544,0.0397,0.000197,0.0991,0.188,130.154,363.0,90.0
214,22,0.617,0.711,9,-4.941,0.0334,0.537,0.0004,0.146,0.721,142.79,506.0,126.0
195,12,0.45,0.943,8,-5.212,0.114,0.00954,0.136,0.121,0.323,143.018,459.0,115.0
225,44,0.622,0.114,4,-14.821,0.0609,0.908,1e-06,0.136,0.237,155.794,569.0,189.0
387,21,0.931,0.87,7,-0.826,0.156,0.0255,0.554,0.26,0.369,137.012,881.0,221.0
215,21,0.807,0.89,5,-4.086,0.0461,0.0444,0.0,0.43,0.497,130.016,458.0,116.0
258,55,0.717,0.743,10,-9.092,0.0439,0.184,0.000771,0.0984,0.46,135.963,563.0,139.0
441,10,0.304,0.477,4,-14.788,0.0356,0.0771,0.9,0.121,0.0639,111.855,811.0,204.0
307,17,0.607,0.888,11,-3.219,0.0683,0.00566,8.82e-06,0.371,0.736,100.023,506.0,128.0
321,15,0.201,0.824,11,-13.332,0.0776,2.43e-05,0.00159,0.0991,0.0648,179.998,946.0,237.0
290,62,0.536,0.706,2,-5.897,0.0274,0.5,0.00597,0.112,0.442,113.972,548.0,138.0
255,36,0.598,0.891,4,-3.923,0.0533,0.571,0.0,0.31,0.573,111.71,463.0,116.0
